Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
405,https://www.pothys.com/cdn/shop/files/DSC03066.jpg?v=1750227060&width=1066,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu",.jpg,285.19 KB,910x1125,Success,
406,https://www.pothys.com/cdn/shop/files/4-KNA--069-RS--24585.jpg?v=1750227085&width=720,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,108.00 KB,720x890,Success,
407,https://www.pothys.com/cdn/shop/files/4_0df1ab60-046b-48f7-84f4-5b55df8a5c43.jpg?v=1760186276&width=1066,"Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu","Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu",.jpg,230.32 KB,910x1125,Success,
408,https://www.pothys.com/cdn/shop/files/DSC03081.jpg?v=1750227098&width=940,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,262.04 KB,910x1125,Success,
409,https://www.pothys.com/cdn/shop/files/3-KNA--068-RS--45605.jpg?v=1750227098&width=1066,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu",.jpg,108.75 KB,910x1125,Success,
410,https://www.pothys.com/cdn/shop/files/DSC03081.jpg?v=1750227098&width=533,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,131.55 KB,533x659,Success,
411,https://www.pothys.com/cdn/shop/files/DSC03081.jpg?v=1750227098&width=1066,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu",.jpg,262.04 KB,910x1125,Success,
412,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955---Copy-_2.jpg?v=1752316163&width=533,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,66.78 KB,533x659,Success,
413,https://www.pothys.com/cdn/shop/files/8c_09ea56f6-2b45-49ed-868e-3bbf2e9e9631.jpg?v=1750224265&width=720,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,292.56 KB,720x890,Success,
414,https://www.pothys.com/cdn/shop/files/3-KNA--068-RS--45605.jpg?v=1750227098&width=720,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,107.48 KB,720x890,Success,
415,https://www.pothys.com/cdn/shop/files/8c_09ea56f6-2b45-49ed-868e-3bbf2e9e9631.jpg?v=1750224265&width=940,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,148.53 KB,910x1125,Success,
416,https://www.pothys.com/cdn/shop/files/DSC09585.jpg?v=1751006850&width=1066,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu",.jpg,378.13 KB,910x1125,Success,
417,https://www.pothys.com/cdn/shop/files/DSC09585.jpg?v=1751006850&width=533,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,156.73 KB,533x659,Success,
418,https://www.pothys.com/cdn/shop/files/DSC03066.jpg?v=1750227060&width=940,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,285.19 KB,910x1125,Success,
419,https://www.pothys.com/cdn/shop/files/DSC09585.jpg?v=1751006850&width=720,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,258.50 KB,720x890,Success,
420,https://www.pothys.com/cdn/shop/files/21KNA-021-RS-26985.jpg?v=1751006850&width=720,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,68.60 KB,720x890,Success,
421,https://www.pothys.com/cdn/shop/files/21KNA-021-RS-26985.jpg?v=1751006850&width=940,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,84.71 KB,910x1125,Success,
422,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_1.jpg?v=1759751934&width=940,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,346.61 KB,910x1125,Success,
423,https://www.pothys.com/cdn/shop/files/21KNA-021-RS-26985.jpg?v=1751006850&width=533,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,43.53 KB,533x659,Success,
424,https://www.pothys.com/cdn/shop/files/DSC09585.jpg?v=1751006850&width=940,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu (srcset variant)",.jpg,378.13 KB,910x1125,Success,
425,https://www.pothys.com/cdn/shop/files/10-DSSPR-030-RS-4145-_3.jpg?v=1760161844&width=1066,"Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border","Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border",.jpg,222.37 KB,910x1125,Success,
426,https://www.pothys.com/cdn/shop/files/4-KNA--069-RS--24585.jpg?v=1750227085&width=533,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,62.18 KB,533x659,Success,
427,https://www.pothys.com/cdn/shop/files/10-DSSPR-030-RS-4145-_2.jpg?v=1760161864&width=1066,"Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border","Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border",.jpg,183.59 KB,910x1125,Success,
428,https://www.pothys.com/cdn/shop/files/10-DSSPR-030-RS-4145-_2.jpg?v=1760161864&width=720,"Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border","Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border (srcset variant)",.jpg,123.98 KB,720x890,Success,
429,https://www.pothys.com/cdn/shop/files/10-DSSPR-030-RS-4145-_2.jpg?v=1760161864&width=940,"Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border","Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border (srcset variant)",.jpg,183.59 KB,910x1125,Success,
430,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_3.jpg?v=1760161767&width=720,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,176.12 KB,720x890,Success,
431,https://www.pothys.com/cdn/shop/files/10-DSSPR-030-RS-4145-_3.jpg?v=1760161844&width=940,"Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border","Orange stone embedded crushed tissue designer saree, scallop thread and stone embroidered border (srcset variant)",.jpg,222.37 KB,910x1125,Success,
432,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_3.jpg?v=1760161767&width=533,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,97.19 KB,533x659,Success,
433,https://www.pothys.com/cdn/shop/files/3-KNA--068-RS--45605.jpg?v=1750227098&width=533,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,61.18 KB,533x659,Success,
434,https://www.pothys.com/cdn/shop/files/3-KNA--068-RS--45605.jpg?v=1750227098&width=940,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,108.75 KB,910x1125,Success,
435,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_2.jpg?v=1760161781&width=533,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,78.12 KB,533x659,Success,
436,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_2.jpg?v=1760161781&width=720,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,143.47 KB,720x890,Success,
437,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_3.jpg?v=1760161767&width=1066,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border",.jpg,251.57 KB,910x1125,Success,
438,https://www.pothys.com/cdn/shop/files/21KNA-021-RS-26985.jpg?v=1751006850&width=1066,"Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu","Red pichwai buttas kancheepuram silk saree with contrast korvai intricate zari design border & floral, pichwai zari design pallu",.jpg,84.71 KB,910x1125,Success,
439,https://www.pothys.com/cdn/shop/files/DSC03081.jpg?v=1750227098&width=720,"White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu","White floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of thilakam mokku, poo chakram, mayil design & zari design pallu (srcset variant)",.jpg,210.72 KB,720x890,Success,
440,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_3.jpg?v=1760161767&width=940,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,251.57 KB,910x1125,Success,
441,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_2.jpg?v=1760161781&width=1066,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border",.jpg,208.44 KB,910x1125,Success,
442,https://www.pothys.com/cdn/shop/files/07-DSSPR-027-RS-2615-_2.jpg?v=1760161577&width=720,"Maroon intricate stone embroidered designer saree, crystal stone embroidered border","Maroon intricate stone embroidered designer saree, crystal stone embroidered border (srcset variant)",.jpg,114.61 KB,720x890,Success,
443,https://www.pothys.com/cdn/shop/files/07-DSSPR-027-RS-2615-_3.jpg?v=1760161566&width=533,"Maroon intricate stone embroidered designer saree, crystal stone embroidered border","Maroon intricate stone embroidered designer saree, crystal stone embroidered border (srcset variant)",.jpg,74.91 KB,533x659,Success,
444,https://www.pothys.com/cdn/shop/files/07-DSSPR-027-RS-2615-_3.jpg?v=1760161566&width=720,"Maroon intricate stone embroidered designer saree, crystal stone embroidered border","Maroon intricate stone embroidered designer saree, crystal stone embroidered border (srcset variant)",.jpg,133.82 KB,720x890,Success,
445,https://www.pothys.com/cdn/shop/files/07-DSSPR-027-RS-2615-_2.jpg?v=1760161577&width=1066,"Maroon intricate stone embroidered designer saree, crystal stone embroidered border","Maroon intricate stone embroidered designer saree, crystal stone embroidered border",.jpg,169.87 KB,910x1125,Success,
446,https://www.pothys.com/cdn/shop/files/09-DSSPR-029-RS-5395-_2.jpg?v=1760161781&width=940,"Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border","Teal blue floral and paisley vine embroidered designer saree, scallop paisley thread embroidered border (srcset variant)",.jpg,208.44 KB,910x1125,Success,
447,https://www.pothys.com/cdn/shop/files/07-DSSPR-027-RS-2615-_2.jpg?v=1760161577&width=940,"Maroon intricate stone embroidered designer saree, crystal stone embroidered border","Maroon intricate stone embroidered designer saree, crystal stone embroidered border (srcset variant)",.jpg,169.87 KB,910x1125,Success,
